,pr,tas,tasmax,tasmin,evspsblpot
2063-06-23,2.6794578e-06,296.93,302.19745,291.91745,6.674e-05
2063-06-24,0.0,297.89,303.57974,291.61975,7.1409e-05
2063-06-25,3.2647588e-06,297.76,304.4036,289.8836,3.2237e-05
2063-06-26,0.00028846826,290.08,299.6932,284.6832,3.9649e-05
2063-06-27,0.0,289.82,293.65976,286.66974,4.9312e-05
2063-06-28,3.9167855e-05,290.32,296.1519,284.29187,2.4122e-05
2063-06-29,1.3216351e-06,288.42,290.9374,285.8874,5.3002e-05
2063-06-30,0.0,293.2,299.0173,285.6173,6.0502e-05
2063-07-01,0.0,296.7,302.63437,287.11438,6.7853e-05
2063-07-02,0.0,298.59,304.82007,290.22006,5.839e-05
2063-07-03,2.0346153e-05,298.27,304.41635,291.92636,2.8772e-05
2063-07-04,0.00024859406,292.01,300.74716,284.3972,4.9758e-05
2063-07-05,0.0,292.17,297.67133,284.18134,5.7855e-05
2063-07-06,0.0,295.21,301.29623,286.13623,6.2356e-05
2063-07-07,5.7420126e-05,297.96,305.80347,286.77347,2.5685e-05
2063-07-08,0.000127065,292.45,296.3771,290.6171,4.5253e-05
2063-07-09,1.876481e-08,292.79,297.7702,289.81018,5.1939e-05
2063-07-10,0.0,294.23,299.83493,286.63495,5.6877e-05
2063-07-11,0.0,295.69,301.08774,289.09775,6.1205e-05
2063-07-12,0.0,296.77,302.72073,288.2307,6.557e-05
2063-07-13,0.0,299.02,305.75632,289.8963,6.8528e-05
2063-07-14,5.1812544e-06,300.0,307.58408,291.32407,4.3007e-05
2063-07-15,0.00013679858,294.87,300.7241,288.6741,3.6509e-05
2063-07-16,0.0,292.89,297.92847,289.43848,5.6623e-05
2063-07-17,0.0,294.09,299.92767,286.8777,6.3958e-05
2063-07-18,0.0,295.99,303.61804,287.29807,6.5187e-05
2063-07-19,0.0,298.49,305.44482,287.86484,6.7279e-05
2063-07-20,0.0,299.56,306.02365,292.50366,6.485e-05
2063-07-21,0.0,300.67,307.2313,291.85132,7.0037e-05
2063-07-22,0.0,300.73,306.82776,293.98776,7.2049e-05
2063-07-23,0.0,300.83,306.80893,292.37894,7.1329e-05
2063-07-24,0.0,300.76,305.24683,296.45685,5.9679e-05
2063-07-25,1.8261101e-06,297.48,302.13303,294.13303,3.7604e-05
2063-07-26,7.476883e-05,296.77,301.2655,292.95547,4.706e-05
2063-07-27,4.504662e-06,298.0,302.8539,294.3239,4.7408e-05
2063-07-28,3.0948831e-06,297.75,302.8731,293.4031,4.008e-05
2063-07-29,7.910493e-05,297.57,302.36557,294.3956,5.1928e-05
2063-07-30,5.8989444e-06,297.91,302.31097,293.49097,3.188e-05
2063-07-31,0.0,297.61,302.83954,293.29953,3.3779e-05
2063-08-01,0.0002508712,298.42,305.69815,292.80817,5.0678e-05
2063-08-02,0.00023091024,295.81,300.83194,292.58194,5.0783e-05
2063-08-03,0.0,295.33,300.92606,290.82605,4.5487e-05
2063-08-04,0.0002536703,297.04,304.44717,290.92715,4.1096e-05
2063-08-05,9.305007e-05,294.19,300.26843,290.12842,4.3815e-05
2063-08-06,3.5900594e-05,293.77,298.35858,290.49857,4.5061e-05
2063-08-07,0.0,295.31,301.10852,288.3685,5.4812e-05
2063-08-08,7.707473e-05,296.57,303.64767,289.06766,4.5146e-05
2063-08-09,1.9270117e-06,293.18,298.73013,289.29013,4.01e-05
2063-08-10,0.0,295.88,302.39844,288.10843,3.7065e-05
2063-08-11,0.000119533346,295.53,303.001,290.55103,2.5647e-05
2063-08-12,0.0,292.36,295.49515,290.47516,4.3735e-05
2063-08-13,0.0,294.13,298.73972,287.27972,4.5224e-05
2063-08-14,0.0,294.07,299.5882,289.73822,4.4285e-05
2063-08-15,0.0,294.98,299.9007,288.9407,5.1948e-05
2063-08-16,7.492502e-05,292.07,296.97638,288.92636,4.2252e-05
2063-08-17,0.0,293.37,299.55188,288.86188,5.2407e-05
2063-08-18,0.0,294.35,301.21054,286.15054,2.9474e-05
2063-08-19,0.0,295.84,302.27335,287.01337,4.1756e-05
2063-08-20,0.00011360247,292.04,296.12537,290.58536,2.5023e-05
2063-08-21,0.0,294.54,297.66052,290.89053,5.7684e-05
2063-08-22,2.6610607e-05,293.89,298.7729,292.15286,4.5413e-05
2063-08-23,0.0,295.82,301.98483,291.55484,4.3822e-05
2063-08-24,0.0,296.29,303.2546,288.6946,4.8584e-05
2063-08-25,3.424946e-05,293.15,297.06323,287.27322,4.0416e-05
2063-08-26,1.789777e-05,291.6,297.83035,287.35034,4.1839e-05
2063-08-27,0.0,291.83,298.5664,285.57642,4.5839e-05
2063-08-28,0.0,294.03,301.51385,285.11383,4.5669e-05
2063-08-29,0.0,295.64,303.11108,287.89108,5.3776e-05
2063-08-30,0.0,296.77,303.63895,289.78894,5.4387e-05
2063-08-31,0.0,297.02,304.0629,290.1329,3.3693e-05
2063-09-01,0.0,297.12,304.34683,290.26685,2.4553e-05
2063-09-02,0.0,297.9,306.07,289.68002,4.3397e-05
2063-09-03,0.00018777845,291.66,299.04434,287.18436,3.5258e-05
2063-09-04,0.0004478856,287.8,290.7382,287.26822,2.2979e-05
2063-09-05,0.0,292.17,299.26306,285.1631,3.2536e-05
2063-09-06,0.0,293.38,300.70294,285.88293,2.9465e-05
2063-09-07,0.0,290.45,298.37723,283.9572,3.072e-05
2063-09-08,0.0,288.74,293.4895,282.9195,2.585e-05
2063-09-09,1.2954807e-06,289.54,292.90762,286.24762,2.9405e-05
2063-09-10,4.468225e-07,288.15,292.80243,285.82242,2.2616e-05
2063-09-11,0.0,287.94,291.1347,285.27472,3.3024e-05
2063-09-12,0.0,288.17,294.22562,282.41562,3.639e-05
2063-09-13,0.0,288.67,294.4748,283.2648,2.8388e-05
2063-09-14,0.0,289.32,296.07785,281.97784,3.1288e-05
2063-09-15,1.7112523e-06,290.38,296.80008,285.0601,3.3997e-05
2063-09-16,0.0,287.88,293.13272,284.35272,2.5454e-05
2063-09-17,0.0,288.22,295.2321,281.54208,3.1231e-05
2063-09-18,9.5049785e-05,289.3,299.43475,279.63474,2.5175e-05
2063-09-19,3.155252e-05,283.84,288.29224,282.38223,1.8916e-05
2063-09-20,0.0,286.92,291.08936,283.23938,2.5164e-05
2063-09-21,0.0,287.82,294.29428,280.13428,2.6078e-05
2063-09-22,0.0,288.46,293.5951,283.5051,2.577e-05
2063-09-23,0.0,288.14,293.616,284.896,2.1044e-05
2063-09-24,0.0,288.45,295.56534,282.43533,2.2582e-05
2063-09-25,0.0,288.65,296.00394,282.36395,2.2433e-05
2063-09-26,3.9161073e-06,288.53,294.25867,284.37866,2.1633e-05
2063-09-27,7.817975e-06,288.04,292.45438,284.92438,3.2773e-05
2063-09-28,7.852461e-06,287.72,291.21808,286.29807,2.3128e-05
2063-09-29,0.0,290.09,296.961,283.60098,2.1535e-05
2063-09-30,0.0,291.84,298.21063,289.09064,2.0717e-05
2063-10-01,0.0,291.61,298.134,286.284,2.2927e-05
2063-10-02,0.000100015764,292.89,299.55087,286.04086,8.6422e-06
2063-10-03,0.0,287.89,291.82855,283.75858,2.3258e-05
2063-10-04,0.0,287.49,292.79663,280.04663,2.5541e-05
2063-10-05,0.0,289.05,292.9971,287.0271,1.9213e-05
2063-10-06,4.3977177e-08,293.54,301.6839,286.9639,2.2061e-05
2063-10-07,0.0,293.06,300.637,286.46698,2.9494e-05
2063-10-08,6.4111316e-09,290.85,295.09253,288.59253,3.0697e-05
2063-10-09,2.2876727e-06,292.13,300.45468,285.94467,1.9656e-05
2063-10-10,0.0,292.06,301.4662,285.2962,1.9282e-05
2063-10-11,0.0,292.23,302.41272,284.7127,2.0228e-05
2063-10-12,0.0,290.1,296.9582,285.3682,1.999e-05
2063-10-13,0.0,289.08,295.65253,285.69254,1.969e-05
2063-10-14,0.0,289.47,298.3387,282.6887,1.7856e-05
2063-10-15,0.0,289.83,299.13226,282.12225,2.1573e-05
2063-10-16,0.0,290.12,299.3674,282.57742,1.7958e-05
2063-10-17,0.0,289.79,299.44305,281.95306,1.6886e-05
2063-10-18,0.0,289.42,299.38245,282.36246,1.2582e-05
2063-10-19,0.0,288.74,297.7508,281.5708,1.7599e-05
2063-10-20,0.0,288.89,297.5123,281.4823,1.5141e-05
2063-10-21,0.0,286.75,291.0523,283.9523,1.4503e-05
2063-10-22,0.0,284.83,292.0206,280.7906,1.4032e-05
2063-10-23,0.0,283.79,291.16678,278.69678,1.985e-05
2063-10-24,0.0,283.51,291.31534,276.89536,1.5126e-05
2063-10-25,0.0,283.78,291.6737,277.4437,1.5601e-05
2063-10-26,0.0,284.8,292.976,277.196,9.7863e-06
2063-10-27,0.0,286.2,295.00275,279.37277,9.1267e-06
2063-10-28,0.0,286.96,293.6394,279.61942,2.0204e-05
2063-10-29,0.0,284.82,286.21432,283.68433,9.395e-06
2063-10-30,0.0,285.91,287.69254,284.66254,1.5832e-05
2063-10-31,0.0,287.07,291.3547,284.27472,9.9191e-06
2063-11-01,0.0,288.58,295.48685,283.29684,9.3274e-06
2063-11-02,0.0,283.28,288.30753,279.34753,9.8698e-06
2063-11-03,0.0,282.85,289.89432,277.39432,8.8683e-06
2063-11-04,0.0,284.53,293.73715,277.26715,1.6715e-05
2063-11-05,0.0,285.25,292.91113,278.78113,1.3101e-05
2063-11-06,0.0,285.46,292.60345,280.02347,8.6405e-06
2063-11-07,5.2161537e-05,281.51,290.01874,278.06876,8.1411e-06
2063-11-08,8.835201e-06,280.16,284.71585,275.39584,9.9291e-06
2063-11-09,2.546057e-05,280.27,285.66986,275.62985,7.2841e-06
2063-11-10,0.0,281.54,287.67932,273.23935,9.7523e-06
2063-11-11,0.0,283.46,288.94025,279.11023,9.2106e-06
2063-11-12,2.5994692e-05,281.86,287.3028,277.8328,8.1469e-06
2063-11-13,1.1249643e-05,280.87,285.1719,277.65192,4.5205e-06
2063-11-14,2.360491e-06,279.13,286.72412,273.77414,7.5985e-06
2063-11-15,0.0,277.16,284.14392,273.0439,5.6557e-06
2063-11-16,0.0,277.81,283.3658,270.30582,7.4268e-06
2063-11-17,0.00039135362,278.8,279.2567,277.7767,5.8081e-06
2063-11-18,5.4662927e-05,280.27,282.1359,278.93588,3.6109e-06
2063-11-19,8.201549e-05,278.62,280.1667,278.27667,3.8422e-06
2063-11-20,0.0,281.02,282.7215,278.71152,4.1129e-06
2063-11-21,0.0,278.57,282.01312,274.92313,4.0272e-06
2063-11-22,0.0,276.13,281.92032,274.20032,5.2241e-06
2063-11-23,0.0,274.56,278.39246,272.17245,3.517e-06
2063-11-24,0.0,273.83,278.3024,272.0824,5.1036e-06
2063-11-25,0.0,273.01,277.6797,271.2097,5.5529e-06
2063-11-26,3.2622988e-06,274.97,277.59143,271.08145,5.3948e-06
2063-11-27,6.3698404e-05,273.62,273.83844,273.12,3.7495e-06
2063-11-28,3.717466e-05,275.79,276.39658,273.4066,4.3985e-06
2063-11-29,0.0,272.87,279.49188,267.95187,3.5721e-06
2063-11-30,0.0,275.42,281.92688,267.66687,3.1653e-06
2063-12-01,0.0,274.23,280.72986,268.90985,3.1997e-06
2063-12-02,0.0,275.01,281.38348,267.1135,2.4969e-06
2063-12-03,0.0,279.65,280.23065,275.57065,3.2241e-06
2063-12-04,0.0,280.92,286.59598,271.77597,8.8754e-06
2063-12-05,0.0,282.84,289.19083,277.97083,1.5005e-05
2063-12-06,0.0,280.46,289.05475,275.94473,8.7511e-06
2063-12-07,1.5906615e-05,277.86,280.41196,274.85196,5.7664e-06
2063-12-08,0.0,276.24,281.9524,273.16238,4.7844e-06
2063-12-09,0.0,275.87,279.78983,273.24982,3.5535e-06
2063-12-10,0.0,275.77,282.22134,272.48132,4.9378e-06
2063-12-11,0.0,275.55,281.23367,273.96368,2.2455e-06
2063-12-12,0.0,278.37,283.12546,271.08545,2.9396e-06
2063-12-13,3.5342048e-06,281.21,287.7224,278.38242,4.6709e-06
2063-12-14,0.0,281.05,283.34967,279.69968,6.5869e-06
2063-12-15,0.0,281.64,283.91046,280.75046,3.2152e-06
2063-12-16,3.256708e-05,285.09,286.6319,283.5419,5.4942e-06
2063-12-17,5.019172e-05,279.87,283.4745,276.2145,5.4441e-06
2063-12-18,2.2304682e-06,280.47,284.74545,275.95544,4.0263e-06
2063-12-19,0.00040871016,283.06,286.4239,280.5139,4.5769e-06
2063-12-20,1.2923218e-06,280.25,285.84293,273.59293,5.2489e-06
2063-12-21,0.0,288.28,294.97073,283.95074,7.5397e-06
2063-12-22,0.0,283.99,291.6571,280.6771,4.1245e-05
2063-12-23,0.0,282.75,288.0211,279.3111,5.6055e-06
2063-12-24,0.0,279.69,288.04596,276.70596,1.4918e-06
2063-12-25,0.0,277.0,284.58633,273.69635,4.4562e-06
2063-12-26,0.0,277.61,286.51862,271.77863,2.8553e-06
2063-12-27,0.0,280.03,283.25586,275.89587,4.832e-06
2063-12-28,0.0,275.44,279.2019,271.6119,1.0973e-05
2063-12-29,6.9392154e-06,276.37,279.47116,271.50116,4.9662e-06
2063-12-30,0.0,276.56,279.34073,273.72073,2.9396e-06
2063-12-31,0.0,274.59,277.85382,272.2838,6.427e-06
2064-01-01,0.0,273.29,277.07693,271.40695,3.1955e-06
2064-01-02,0.0,273.04,279.01324,270.98325,2.6659e-06
2064-01-03,0.0,273.8,281.80695,269.06696,9.4816e-06
2064-01-04,0.0,274.4,279.158,272.19797,1.044e-05
2064-01-05,0.0,274.77,279.9431,270.13312,1.7805e-05
2064-01-06,0.0,272.95,275.28168,271.3417,1.0433e-05
2064-01-07,2.7856773e-05,272.54,274.45844,269.26843,8.6175e-06
2064-01-08,1.3791785e-06,276.59,280.49622,275.50623,1.2636e-05
2064-01-09,0.0,273.49,276.28088,271.6009,7.3769e-06
2064-01-10,1.0348149e-05,276.62,284.03354,272.21353,1.3962e-05
2064-01-11,0.0,276.38,281.70526,272.70526,1.1572e-05
2064-01-12,9.2891725e-08,274.34,278.61813,270.08813,4.9918e-06
2064-01-13,0.0,276.5,283.13245,270.56244,7.8405e-06
2064-01-14,0.0,275.45,280.18475,273.30478,8.6589e-06
2064-01-15,0.0,273.41,277.4006,270.60062,6.0729e-06
2064-01-16,0.0,272.35,277.3173,270.13727,3.2835e-06
2064-01-17,0.0,274.65,280.0672,268.3572,6.736e-06
2064-01-18,4.9532875e-05,277.5,279.51657,275.25656,4.5502e-06
2064-01-19,0.0,278.67,287.0103,274.03033,2.0884e-05
2064-01-20,1.5679035e-06,275.95,280.58017,272.64017,1.5511e-05
2064-01-21,5.8669534e-06,274.85,280.81665,269.78665,6.3196e-06
2064-01-22,4.7547933e-06,275.72,278.57352,273.76352,4.9273e-06
2064-01-23,0.0,277.48,285.3968,272.1968,7.9057e-06
2064-01-24,0.0,280.67,285.663,274.093,1.0626e-05
2064-01-25,2.0985359e-05,280.11,284.33295,273.06293,6.3725e-06
2064-01-26,0.0,275.34,279.53043,272.16043,5.9703e-06
2064-01-27,0.0,274.39,279.6006,272.5106,5.1466e-06
2064-01-28,0.0,274.96,281.41592,270.13593,1.0213e-05
2064-01-29,0.0001475978,273.87,274.99924,272.62924,3.4373e-06
2064-01-30,0.0,275.96,280.79343,268.04343,9.1572e-06
2064-01-31,0.0,278.38,282.9887,271.2387,8.3642e-06
2064-02-01,1.071835e-06,280.58,285.22394,275.63394,1.1118e-05
2064-02-02,6.913634e-05,276.3,279.87827,274.16827,6.0441e-06
2064-02-03,0.0,275.79,278.90906,270.54904,8.1588e-06
2064-02-04,0.0,275.1,280.4684,269.3684,4.7721e-06
2064-02-05,0.0,274.07,279.88602,270.35602,7.8952e-06
2064-02-06,0.0,274.12,278.769,271.339,7.3253e-06
2064-02-07,0.0,272.3,275.07806,270.97806,8.6408e-06
2064-02-08,0.0,271.45,274.37955,269.51956,9.6687e-06
2064-02-09,0.0,272.6,276.1057,270.6957,6.8839e-06
2064-02-10,2.4871663e-06,272.33,274.60684,269.88684,6.2343e-06
2064-02-11,0.0,274.94,278.61877,273.79877,2.7612e-06
2064-02-12,1.7136086e-05,275.03,276.26907,273.23907,6.2393e-06
2064-02-13,0.00014626009,278.91,282.8096,277.82962,3.6379e-06
2064-02-14,3.6921527e-05,275.96,276.82166,275.46,8.6144e-06
2064-02-15,5.2674062e-05,278.12,282.4073,277.4673,5.0325e-06
2064-02-16,2.6127524e-05,278.81,280.177,277.28702,6.1809e-06
2064-02-17,6.319266e-06,276.63,281.46735,274.01736,1.0199e-05
2064-02-18,0.0,277.61,284.08478,273.74475,9.8021e-06
2064-02-19,0.0,277.58,281.80035,275.68036,9.6178e-06
2064-02-20,0.00038020857,275.52,280.43918,273.60916,6.7485e-06
2064-02-21,4.0114273e-06,274.39,275.37262,274.0026,8.0723e-06
2064-02-22,0.0,273.89,277.30276,271.16275,6.6557e-06
2064-02-23,0.0,276.47,279.30402,268.584,5.5659e-06
2064-02-24,2.0872532e-05,275.54,277.55933,273.83932,6.0436e-06
2064-02-25,1.2628405e-05,271.13,273.83047,268.1305,9.8256e-06
2064-02-26,0.0,272.15,277.9444,268.4444,1.032e-05
2064-02-27,0.0,267.77,275.2911,263.69113,2.1003e-06
2064-02-28,5.9327533e-05,273.54,275.7399,259.9699,5.2455e-06
2064-03-01,2.3561265e-06,272.27,275.80557,265.37558,8.1436e-06
2064-03-02,7.169851e-05,272.4,275.5826,269.6226,4.011e-06
2064-03-03,0.0,269.76,275.29785,267.45786,9.4174e-06
2064-03-04,0.0,270.57,277.76068,265.48068,1.1049e-05
2064-03-05,0.0,273.17,278.3012,263.2112,1.0117e-05
2064-03-06,0.0,274.55,279.94504,270.96506,1.0132e-05
2064-03-07,2.3351092e-07,273.66,276.1413,270.2013,7.4077e-06
2064-03-08,1.1580587e-05,276.43,278.5307,274.54068,7.4546e-06
2064-03-09,3.2060376e-05,279.15,283.2385,275.31848,8.8138e-06
2064-03-10,4.4489775e-06,278.41,283.47418,275.46417,1.2038e-05
2064-03-11,0.0,281.06,288.95712,273.70712,2.134e-05
2064-03-12,0.0,281.6,289.98795,273.70795,2.2332e-05
2064-03-13,0.00018137203,281.92,288.24884,273.37885,9.1739e-06
2064-03-14,1.7661873e-09,283.64,288.97137,277.5814,2.1836e-05
2064-03-15,0.0,284.12,291.14874,271.68875,2.5829e-05
2064-03-16,0.0,286.37,291.76517,283.28516,3.107e-05
2064-03-17,0.0,287.24,293.09985,282.23987,2.9726e-05
2064-03-18,0.0,288.0,292.148,283.79803,2.9039e-05
2064-03-19,6.290338e-05,282.3,287.28278,278.75278,1.093e-05
2064-03-20,0.0,284.44,290.83475,275.62473,2.6387e-05
2064-03-21,0.0,285.98,293.40198,279.43198,3.0797e-05
2064-03-22,0.0,286.89,293.48923,279.8192,2.7825e-05
2064-03-23,4.1368254e-05,285.85,290.84402,283.30405,1.8237e-05
2064-03-24,5.8358175e-08,285.02,290.043,281.67297,2.402e-05
2064-03-25,0.0,280.69,284.67426,276.13425,2.0606e-05
2064-03-26,0.0,278.45,284.3245,274.1445,2.6607e-05
2064-03-27,0.0,279.13,284.9465,271.8565,2.2442e-05
2064-03-28,0.0,280.31,284.98746,273.61746,2.7215e-05
2064-03-29,1.4882853e-05,279.6,283.1993,278.01932,1.9384e-05
2064-03-30,7.6062197e-06,279.32,280.9224,277.7924,1.0942e-05
2064-03-31,0.0,279.63,283.6703,275.9803,2.0833e-05
2064-04-01,0.0,280.07,286.0282,273.3682,2.4942e-05
2064-04-02,0.0,282.63,287.10303,277.38303,1.7746e-05
2064-04-03,5.8043775e-06,281.12,282.2535,279.52353,1.2123e-05
2064-04-04,1.506604e-05,280.6,281.956,280.21597,2.1469e-05
2064-04-05,5.5999726e-06,280.51,283.54013,278.58014,8.2323e-06
2064-04-06,0.00024592632,273.42,275.175,273.115,1.5263e-05
2064-04-07,0.0,275.51,280.6845,268.42453,1.9982e-05
2064-04-08,0.0,276.27,281.3594,268.3894,2.2858e-05
2064-04-09,0.0,276.95,284.6229,266.7529,2.8599e-05
2064-04-10,0.0,279.1,286.34607,269.81607,2.9778e-05
2064-04-11,0.0,281.35,289.17078,270.48077,3.6014e-05
2064-04-12,0.0,282.91,289.21173,277.99173,4.0883e-05
2064-04-13,8.695395e-07,283.34,291.3698,272.9898,3.9236e-05
2064-04-14,4.8466886e-10,286.83,293.42117,277.79117,2.7978e-05
2064-04-15,3.3850097e-06,286.63,292.2503,281.33032,2.151e-05
2064-04-16,5.110076e-05,288.42,293.5032,280.9032,2.7091e-05
2064-04-17,8.1565086e-05,289.06,296.19055,284.84055,3.1929e-05
2064-04-18,3.9909668e-05,285.13,290.60773,283.50772,1.8802e-05
2064-04-19,1.5868647e-05,283.66,285.08463,282.9446,2.8341e-05
2064-04-20,0.0,284.18,287.27832,283.0083,1.6209e-05
2064-04-21,8.908618e-05,284.03,286.2278,282.6578,1.5184e-05
2064-04-22,0.00012272457,284.63,287.6198,282.8098,1.5092e-05
2064-04-23,4.8706668e-05,284.75,286.52652,284.09653,1.2209e-05
2064-04-24,3.3034798e-05,284.12,285.66925,283.32925,1.7042e-05
2064-04-25,0.00012239363,285.74,289.4498,283.78983,2.0977e-05
2064-04-26,1.9576531e-05,286.56,289.7187,285.28867,1.6054e-05
2064-04-27,2.2960545e-05,286.57,289.07025,285.25024,2.438e-05
2064-04-28,0.0,287.07,290.1909,280.56088,4.767e-05
2064-04-29,0.0,288.68,294.5833,281.8633,4.1413e-05
2064-04-30,0.0,289.02,295.41992,279.51993,4.1466e-05
2064-05-01,4.8148822e-06,289.92,296.89328,282.1533,4.6818e-05
2064-05-02,0.0,289.06,295.2455,280.9555,3.4855e-05
2064-05-03,8.382565e-06,288.94,294.34396,280.874,2.8366e-05
2064-05-04,2.3777271e-05,288.13,293.27628,283.9463,4.0325e-05
2064-05-05,0.0,289.05,294.76382,281.11383,4.0407e-05
2064-05-06,8.928562e-06,290.26,295.96967,280.4597,2.8608e-05
2064-05-07,1.828553e-05,289.24,293.27725,286.01727,4.1263e-05
2064-05-08,2.450709e-07,288.92,294.52377,283.78375,4.9496e-05
2064-05-09,0.0,288.15,294.1084,281.6384,4.4348e-05
2064-05-10,0.0,289.41,293.9636,283.5036,4.2138e-05
2064-05-11,0.0,290.41,295.54834,286.26834,4.0715e-05
2064-05-12,0.0,291.32,296.6263,282.6063,4.1969e-05
2064-05-13,0.0,292.14,297.7272,284.0072,4.1267e-05
2064-05-14,7.2565754e-08,292.2,298.08957,286.60956,4.1243e-05
2064-05-15,1.2039063e-05,293.81,300.22253,287.83255,1.8111e-05
2064-05-16,5.740128e-05,291.5,293.52545,289.59546,4.8659e-05
2064-05-17,1.4399752e-06,293.56,300.18823,288.15823,4.6982e-05
2064-05-18,1.0406364e-05,294.07,300.11057,290.26056,4.6356e-05
2064-05-19,1.6389367e-05,293.4,300.21173,288.82172,4.5451e-05
2064-05-20,4.225465e-07,291.88,297.65085,285.50085,4.2448e-05
2064-05-21,5.228202e-06,291.48,296.16782,287.7478,4.2872e-05
2064-05-22,1.8488758e-05,292.19,297.4906,288.94058,2.1521e-05
2064-05-23,0.00021202551,290.87,295.35373,287.92374,5.2819e-05
2064-05-24,6.804102e-06,292.22,298.3865,284.36652,4.2118e-05
2064-05-25,5.5086264e-05,291.07,296.5005,287.51047,2.2356e-05
2064-05-26,1.5587457e-05,286.96,287.2114,286.0514,3.2563e-05
2064-05-27,5.6524954e-07,291.01,295.90887,285.29886,4.4123e-05
2064-05-28,4.9462307e-07,294.28,298.93118,286.8212,5.5165e-05
2064-05-29,0.0,293.99,298.5793,289.0393,5.6743e-05
2064-05-30,0.0,294.5,299.31543,288.83542,5.4504e-05
2064-05-31,0.0,294.45,299.78085,287.53085,5.729e-05
2064-06-01,0.0,294.3,300.07626,286.40628,6.606e-05
2064-06-02,0.0,294.73,300.92914,285.42914,8.2352e-05
2064-06-03,0.0,296.09,302.049,287.139,9.0139e-05
2064-06-04,0.0,296.36,302.42963,287.08963,8.7153e-05
2064-06-05,0.0,297.93,303.99667,290.03668,5.9117e-05
2064-06-06,0.0,298.29,304.4621,290.7621,5.548e-05
2064-06-07,5.2977657e-06,296.32,303.2184,289.0784,4.8689e-05
2064-06-08,1.9766932e-05,295.82,302.3997,292.38968,6.5117e-05
2064-06-09,0.00012781301,296.48,303.94217,292.04218,7.9126e-05
2064-06-10,0.0,295.6,300.98227,288.51227,5.6807e-05
2064-06-11,0.0,295.1,301.16367,287.67365,5.6956e-05
2064-06-12,1.3104843e-06,294.17,300.514,284.734,4.9938e-05
2064-06-13,0.0,296.5,302.33087,289.74088,5.0623e-05
2064-06-14,0.0,296.75,302.2886,289.5386,5.8717e-05
2064-06-15,0.0,297.53,302.4893,291.3093,6.4488e-05
2064-06-16,0.0,297.35,302.93353,289.0635,5.3878e-05
2064-06-17,0.0,298.85,304.26138,289.5814,7.1777e-05
2064-06-18,3.3065986e-05,294.69,300.34708,292.90707,6.5927e-05
2064-06-19,0.0,295.58,301.20642,289.3864,6.8306e-05
2064-06-20,9.3319346e-07,295.29,301.80908,286.02908,6.6133e-05
2064-06-21,0.0,296.29,300.83502,291.97504,6.897e-05
2064-06-22,0.0,297.24,302.65698,288.95697,5.1197e-05
2064-06-23,3.233866e-06,298.28,304.8552,288.34518,2.7536e-05
2064-06-24,9.2123526e-05,296.37,303.17584,291.81586,1.5135e-05
2064-06-25,0.00013109829,292.15,297.5304,290.8104,1.5009e-05
2064-06-26,0.00028854914,289.82,291.26038,289.19037,3.8826e-05
2064-06-27,0.00019113968,289.79,292.42596,288.79596,4.4608e-05
2064-06-28,4.5675974e-06,289.44,294.45404,287.03406,5.3874e-05
2064-06-29,0.0,291.96,296.69736,285.84735,2.9794e-05
2064-06-30,7.554573e-05,291.81,298.2938,286.0238,4.7584e-05
2064-07-01,0.0001558625,286.64,291.08188,285.48187,4.9426e-05
2064-07-02,0.0,290.35,295.45816,283.72818,4.6853e-05
2064-07-03,0.00016360282,291.64,299.5918,284.3018,3.2176e-05
2064-07-04,0.00012867036,290.7,296.3313,286.60132,2.9119e-05
2064-07-05,1.7972809e-05,290.82,295.34906,285.97906,4.3272e-05
2064-07-06,0.0004401602,289.98,298.74744,286.15744,4.2725e-05
2064-07-07,1.0459021e-06,293.31,299.45877,284.85876,4.583e-05
2064-07-08,8.304293e-05,292.96,301.83994,288.91995,5.0277e-05
2064-07-09,0.0,291.77,297.1539,285.01392,5.6924e-05
2064-07-10,0.0,292.96,298.84644,285.07642,5.8754e-05
2064-07-11,0.0,294.11,300.0281,287.25812,6.4361e-05
2064-07-12,0.0,294.97,300.78976,289.12976,5.976e-05
2064-07-13,0.0,297.85,304.88885,289.60886,6.2355e-05
2064-07-14,0.0,295.69,301.61038,290.07037,5.252e-05
2064-07-15,0.0,298.07,304.5494,290.6694,6.4474e-05
2064-07-16,5.9864974e-06,294.82,299.11554,293.15555,5.8748e-05
2064-07-17,0.0,296.03,301.41464,290.60464,5.2422e-05
2064-07-18,0.0,295.02,302.46164,289.57166,6.0502e-05
2064-07-19,0.0,294.68,299.60645,289.31647,6.398e-05
2064-07-20,0.0,295.26,300.5297,290.7397,6.5565e-05
2064-07-21,0.0,295.64,301.40552,290.87552,6.9831e-05
2064-07-22,0.0,296.84,303.02933,288.21933,6.6278e-05
2064-07-23,0.0,296.79,302.22125,292.93124,6.834e-05
2064-07-24,0.0,297.75,303.86084,290.42084,6.462e-05
2064-07-25,0.0,296.5,302.57666,290.79666,6.0532e-05
2064-07-26,0.0,297.45,302.88486,289.76486,5.9637e-05
2064-07-27,0.0,296.46,302.1965,290.36652,6.6249e-05
2064-07-28,0.0,297.4,303.34033,290.07034,2.739e-05
2064-07-29,1.0923573e-06,297.72,304.51132,291.52133,4.5528e-05
2064-07-30,0.00021775046,292.48,298.0318,285.9118,4.8505e-05
